id,document,label
8218617,배우들 연기력도 재미도 일드가 훨씬재밌음,부정
374828,패밀리1보단 훨났네,부정
9860282,암 유발 짓이나 가하는 막장 사극.,부정
9611626,꼬뤠??그렇단말이지,부정
2704380,짱 웃기고 재미100배,긍정
7169472,여주가 프로포폴 해서 그런지 환각이 보이나봐요 ㅋㅋ 미쳣네,긍정
1059872,20년이 지났으니 이제 재평가되야한다.,긍정
3836722,마이클을 무지 좋아하지만 이건 좀 아닌듯..,부정
8075061,어렸을 때 티비 돌리다가 본적이 있는거 같다. ㅎ,긍정
5672812,"넘 현실적이어서 잔인하지만, 액션이 시원하고 볼만함.",긍정
4226854,지금 보면 저 사람들... 연기를 발로 한다. 너무 흔한 줄거리...,부정
10112094,기분 꿀꿀할떼 보삼 겁나 재밌음 지금 ocn 액션(!?)에서 하는데 다시봐도 재밌네 ㅋ,긍정
9478434,공블리가 실력발휘제대루 못하여 아쉬워요,부정
9248492,^*^ 잔잔하니 좋아 ~~,긍정
9172922,이런영화가있는지 오늘알았는데 꿀잼,긍정
5905756,블루레이 언제 나옴?,긍정
5761957,진정 재미없는 영화를 또 보고야 말았구나..0점은 안되나?,부정
9075053,난 이거 정말 재밌었는데. 워낙 판타지 이런 거 좋아해서... 계속 돌려봄.,긍정
9437236,에밀리 블런트가 이쁘다.,긍정
3340053,"손발이 오그라드는 스토리와 민아씨의 연기.,.,.,.",부정
2888797,내가 아주 씩씩하고 튼튼한 놈으로 골랐어. 그돌.. . .. 네가 전해주면 안될까.?,긍정
9757579,개연성도 없고 재미도 없고 시간 아깝고...,부정
7014143,난딱내타입 중간에울엇다 ㅠ,긍정
8186171,지금 이곳엔 에덴은 있다? 없다?,긍정
5332999,"잔인하다. 하지만, 액션없는 성룡의 연기력이 정말 괜찮았다. 내용도 굿.!",긍정
4467782,또보고싶은 드라마 ♡,긍정
8653290,폴워커의 유작이라 기대됨 근데 개봉관이 왜 없??,긍정
8664463,주말 극장데이트 선택한 영화생각보다 지루하고 재미가 없어서 살짝 실망했네요,부정
5458588,유천인 어떻게 그렇게 멋있지!? 진짜 팬 아니라도 볼 것 같은 탄탄한 스토리!!,긍정
2868553,상큼발랄한 그녀들의 오색빛깔 스토리. 마냥 설레이는 봄처럼-,긍정
6259988,시간이 아까워서 무서워 죽는줄 알았음... 이런공포였을줄은....,부정
6181153,지루해 터질뻔한 한명...,부정
5918692,이해할 수 없는평점 난 너무 좋았는데.. 송혜교의 연기가 돋보였다.,긍정
1936716,솔직히 어글리 베티가 10점에 가깝다는것은 전혀 이해가 안간다,부정
8716040,이건..아닌데.. 그림체도 애매. 스토리도 애매. 재미도 없고 감동도 없음.,부정
259409,그냥 아무것도 없고 에슐리쥬드만 이쁘다,부정
2700717,개봉했을때보고 7년이 지난 지금 다시보아도 잊혀지지않는 영화이다.,긍정
9818844,진짜 좋다 ㅋㅋㅋㅋ 너무재밌어요 아 너무좋아,긍정
2750824,멋있어요- 맥반장님 포스 작렬입니다~~,긍정
8725761,완전...진짜재미없다.아니 뭐 재미를 떠나서 느껴지는 감정 조차없다 와,부정
4874466,반전 쩌네요 ㅋㅋㅋ,긍정
4813161,사회적인 문제를 다루며 비틀즈의 명곡들과 탄탄한 스토리의 삼박자가 잘 맞는 영화,긍정
118924,아래 수준을 보니 예수쟁이들이 왜 욕을 먹나 이해가 간다.,부정
7557721,비행기 날개 위에서 그렇게 할 수 있는게 말이 되는가?,부정
10132077,ㅋㅋ뻔해서 넘 재미없엌ㅅ음,부정
4551090,많은걸 생각하게 해준,긍정
8881258,오랜만에 엔딩크레딧 끝까지 보며 생각하게 만드는 영화였습니다.,긍정
8659897,재미 없었음. 어휴...,부정
65713,나처럼 내 딸도 극장에서 멋진 추억을 만들수 있어서 정말 좋았습니다,긍정
6021307,카리스마는 온데간데 없이 촌티 작렬,부정
5737029,더 뮤지컬 제작사 필름북은 체불임금을 해결해주세요,부정
2345477,"무슨 전영록, 얄개 나오던 청춘영화냐? 으휴... 말을 말자",부정
161335,많이 느끼고 또 그와중에 동화됐구요..저는 좋아요 ^^ 평범함속에 소중함,긍정
10074062,젊음..청춘...지금 이 순간의 소중함을 일깨워줬네요.,긍정
2035691,이건 뭐 말만하다 끝나내여,부정
9591958,진짜 아름답다. 교훈을 많이 주는 영화같다. 굿,긍정
5100218,도대체 말하고자 하는게 뭐임? 보는 내내 허술하고 시간 아깝단 생각밖엔..,부정
3892412,CG가.. 완전치..,부정
2575898,아직도 노래를 흥얼거리면 가슴이 싸해지면서 소름이 돋는다,긍정
5122591,최악의드라마 똥덩어리 그 자체이다,부정
8633659,"이주환, 장종찬, 리설주. 팝콘 맛있더라.",부정
7958590,"연기력 훌륭하고, 스토리 좋고, 힐링 영화... 좋다..",긍정
6866163,"아이랑 재미있게 봤어요,, 마지막 그 구름이 슬퍼...",긍정
7185956,빨갱이새낀 더이상 naver,부정
6181949,평점을5명이해서 10점이나옴?이딴쓰렉따위,부정
1484,도박 영화 속 편들 중에서는 가장 잘 만들었다.,긍정
2999383,"밑에분 말대로 악역배우 포스가 장난 아니었다.. 내용, 오프닝도 맘에 들었음.",긍정
4200429,이해할 수 없는 방식으로의 감동을 강요하지마,부정
4202482,아....이영화....정말 다시보고 싶은데...어떻게하면 볼 수 있을까요???,긍정
9906449,김성수 한고은이 이렇게 연기를 못했었나?,부정
8222021,난 좀 지루했는데;; 폴워커를 다시는 못보겠지;;,부정
5441933,안소희가 별로.. 영화내용도 추잡하고.,부정
7408431,평점이넘낮네 8점은넘어야지,긍정
8686700,야하지도 않고 특이하지도 않고 재미도 없고 쓰리고,부정
737813,다수와 소수의 한바탕 어울림...우리도 이러면 살맛날텐데,긍정
10212173,정숙이라는 여자 영어발음 들을때마다 손발 오그라든다..,부정
8394567,"2013년작 캐리는 걍 아동용 영화라 보면 되고, 진정한 캐리는 이 영화 원작뿐",긍정
9869236,재미없으니까 이거 볼 시간에 다른거 보셈,부정
8841780,이런...저예산도 이런...멍미...,부정
489037,한국적 정서가 묻어나는 최고의 수작!,긍정
5061872,편집은 조금 엉성했지만.. 영상과 음악이 말도 안되게 멋진 영화!!,긍정
9335808,재밌는 코믹영화? ㅋㅋ,긍정
6838128,별로 재미있지 않음. 환타지 형식을 빌린 기독교 홍보영확 같은 느낌임.,부정
9463776,지금 이순간 할게없다면 아니 바쁘더라도 이 드라마는 꼭 봐야돼는 명작이다.,긍정
8175057,영화를 보는 내내 밴토마스의 묵직한 책임감이 느껴졌다.,긍정
9151279,연기/스토리/주인공(여자빼고) 전부 3류급~읅어먹기식영화 너무식상함 그 자체,부정
3630991,왜 한국 코미디는 꼭 이런식일까..,부정
7006562,가슴에 여운이 남는다..,긍정
5675155,"리멤버미, 아임 인 데데데데인져",긍정
9767541,우아한 명작의 리부트.,긍정
9101791,이 시대 가장 순수한 SF영화,긍정
9640847,독일경비대를 오토바이로 따돌릴 때의 장면 은 잊을수없다,긍정
647325,지루해요...간만에 시간내서 봤더니..억울..ㅡㅡ,부정
8911783,한마디로 컴퓨터 전기세가 아까웠다!,부정
7090659,윤혜영연기오글거려서못보겠음ㅠ 연기몇년찬데아직도연기가저러지ㅜ,부정
9204926,평점 0점은 없나 1점부터시작이네 재미드럽게없다,부정
6246206,전달하려는 메세지는 잘 받았다..,긍정
9251879,다른 영화보단현실성있는격투씬에 십점드립니다.,긍정
5384044,이안 감독의 놀라운 연출력과 섬세한 심리묘사! 남자가 봐도 좋은영화,긍정
9752236,언제봐도 졸잼 꿀잼 씹잼,긍정
3942342,영화 너무 루즈하네요. 앙드레김 나오는것은 뭐임?>??? 존나 깜짝놀랐어.,부정
8387290,거미와 파리의 차이는 천지차이지,부정
9440245,찐하게 눈물 흘리고싶은분들,긍정
1604149,여운이 강하게 남는...진짜 명작입니다~,긍정
4351420,다른 사람은 못하고 유지태만이 만들 수 있는 영화를 해야 합니다.,부정
8463727,좋은영화의 기본은 좋은 각본,긍정
8676607,그냥 보지마세요 정작 로봇은 1분등장에 총한번쓰고 영화끝납니다,부정
4814859,담담한 연출에도 맘이 편치 않다.,부정
9736776,너무 재미있게 보고있습니다~ ^^*,긍정
9235184,여친 엄마하고 연애하게 되는 개막장 영화..,부정
8832820,잠시도 눈을 떼기 힘듬 사소한 거짓말로 시작되는 이야기 그로인해서 발생되는 잔혹한 이야기,긍정
5996399,그 당시에 영화관에서 볼 때도 유치했음,부정
7352987,왜 자꾸 스텝업 시리즈를 스토리로 보려는지 이해가안됀다,긍정
5849964,미야자키 아오이 !!! good !,긍정
198224,짜증났음. . .별로임,부정
8556397,"OST가 기가막힌 영화, 클럽에서의 첫 공연장면이 짜릿함",긍정
9466391,현실적이지만 와닿지는 않는다,부정
6405197,아직 반년 남긴 했지만...인현왕후의 남자는 의심할 여지없는 올해 최고의 드라마!!!,긍정
2911430,아 뻔한 스토리 ......ㅡ..ㅡ,부정
9139324,OO쓰레기 3류 졸작영화 이씨발 것 볼 86분에 발닦고 쳐자는게 낫다.,부정
6446816,내가 좋아하던 강철인가?.. 약간 부족하다.,긍정
5243675,나한테 맛없는 음식 없고 재미없는 영화 없었건만.. 이 영화는 최초로 빵점이다,부정
7460058,미친 과학자의 복수극. 끈적끈적하고 탐욕스럽지만 흥미진진하다.,긍정
4017540,흉내는 내되 수준미달의 아류는 어디나 있는 법. 새삼스레 확인한게 유일한 소득.,부정
6264742,보드 타는 사람들한텐 재밋음,긍정
1175256,nayajoa 같은 놈들은 귀여니 영화 10점준다. 분명해..,긍정
290869,욘사마 신드롬에 찬물을 끼얹겠구만,부정
5817967,결국 목사는 용서해서 안죽였단건가,부정
8752563,얼마나 망가졌는지 확인해볼라다가 끝까지봤네...훌륭한 감독이다 집에 쌀도떨어졌을듯...,부정
5213098,빈약한 개연성. 답답한 전개. 전형적 헐리우드 3류 스릴러,부정
9985893,1점도 주기도 정말 아깝다,부정
1953383,아니...머 보여주는게 있어야 케릭터들을 이해하지;; 답답하다..,부정
9423279,"이런 자게이들 ...재미있는건 같이 봐야죠 ,,이영화 보고 나면 두주먹을 불끈지게 됩니다.",긍정
3800975,영화보다 한참 못하다. 같은 감독의 연출인데도 그렇다.,부정
147122,이런 영화가 국내에서 상영 되었다니...,부정
3054696,먼지도 모르고썻다는 ..ㅋ,긍정
1897768,쩌업.. 이런 영화만들돈은 누가 지원해주는고?,부정
6062690,지나치게 좁은곳으로 몰아넣은 의욕과다로 절제하고 버릴줄 모르는 시로또들의 습작.,부정
349066,"헐리웃판 쌈마이 영화냐? 배우, 제작비가 아깝다",부정
4144737,현실에 정말 공감이가서 빠져들었다.. 중간중간 웃기고 훈훈한영화 볼만한영화~!!,긍정
5889250,제대로 살린 캐릭터는 데스레코드 사장 정도? 애니로 보시길 강추.,부정
4637010,잔잔함을 좋아하는 사람에겐 최고의 영화.시각적인 재미를 원하는 이에겐 꽝인 영화.,긍정
8120490,보고싶은데볼수가없네요 재미께들보세요~~^^,긍정
5990267,꼭 봐야한다. 현대판 마녀사냥을 풍자하는 모습이 담겨있기에..,긍정
3275342,이장호 감독은 시대를 잘못 만난것 같다. 아쉽다 아쉬워,긍정
9180077,지루하다.지루하다.지루하다.지루하다.,부정
9782180,원숭인 주먹고기로 만들어줘야 최고,긍정
6635893,꼬마돼지로 족하다.,부정
8840349,컴퓨터 전기세가 아깝다!!!,부정
10231327,처음 부터 잤다..개운하게 잤다..벌써 끝나버렸네..집에 가야지..,부정
8354610,"영화보다 더 영화같은, 이준기의 열연이 돋보이는 드라마",긍정
2083062,이건 정말 한심한 영화다. 상업영화 최악의 쓰레기...,부정
6632587,본결과 게임을 망쳐났습니다 충격의 도가니,부정
7923332,평점 맞추러 왔습니다,부정
6170219,"젊음은 좋지만, 시리즈로서는 지루한 케이스.",부정
1736811,....키스하는 장면은 많이 나오더구나.....,부정
9290737,8점대는 받아야 될 영화,긍정
8813111,"소위 병맛인데 , 영화가 끝났을 때 기분이 뽕짝 춤을 추고 있었다",긍정
6437845,마이너스 점수는 없나여;;;,부정
9313202,전 아주 재밌게 보았습니다. . . 게임하면서 봤거든요^^,긍정
9230887,도대체 우리한테 왜이러는 거예요?,부정
6340582,왜이리 어설픔....답답도 하고....,부정
8457692,이거 예전에 극장에서 돈주고 봤느데...,부정
746383,크리스 터커 짱이삼! ㅋㅋ,긍정
1765031,주지훈 너무 좋아서 끝까지 보려 했으나 윤은혜 때문에 ㅠㅠ,부정
9120576,아.... 할말을 잃었습니다,부정
2166779,반전이 쇼킹해야되는데 이건 뭐 억지스럽다 황당할 뿐이다.,부정
9399406,김수미 때문에 웃김...ㅋㅋㅋ 완전 전기 잘해!아 물론 다른분들도 완전 잘하죠!,긍정
9779398,에이미 아담스 좋아해서 봤더만 재미도 별로구 이제 너무 늙은거같네,부정
4458785,주걸륜때문에 봤는데.... 최악이다 주걸륜 나온 영화중에 ^^,부정
10146263,개OOO 영화네ㅐ ㅇㅇㅇㅇ,부정
1038499,악플을보고 열받아 적는다. 정이입의 최고조 전율이 있는영화,긍정
3052486,이거 분명 21세기 영화인데 80년대 <우뢰매>보다 못하다,부정
8156402,시작부터 눈을 뗄 수 없음 !!,긍정
5773900,권력자에 지배당하는 사람들이 무슨죄가있길래..정말 암울한 과거 이다.,긍정
7906935,우리 나라 였다면 더 잘만들수 잇었는데,긍정
9110932,마지막에 어린 제트가 나올때 이미 눈물이 주르륵 주르륵 내려오딥다...,긍정
3726946,"3기보단 아니지만, 확실히 재미는 있음",긍정
8467398,정태랑 옥련이랑 잘됬으면ㅎ,긍정
8768114,항아리가 깨지는 특촬물!!!,긍정
8069103,무겁지도 가볍지도 않은 로맨스 영화가 보고 싶을 때 + 예쁜 음악과 영상,긍정
5748637,가족의 정을 느낄수있고 마음 따뜻해지는 이런 애니..너무 좋아요,긍정
9325518,최고 앞으로 월화기대됨,긍정
9915551,제2의 와일드 카드가 되고 싶었는가??,부정
5798196,정말이지....... 이 영화를 만든 의도가 궁금하네요....,부정
9972772,왜 0점은 없는 것인가. 징그러울 정도로 재미없는 드라마,부정
6970394,좀비영화중에 최악이였다,부정
9904379,좋은 평만 보고 걍 봤는데 재미 없어ㅡㅡ 뭐를 말하고자 하는지 단순한 나는 이해가 안된다,부정
10253131,장고의 마지막활약은 백인우월주의를 날려보내는 짜릿함이있었다.,긍정
7898418,기억이 안난다. 다시 봐야겠다..,부정
9773976,기억을 잃은 '메멘토'가 되기에는 너무 전지전능한 주인공이다.,부정
9322680,대박 ㅋㅋㅋ 뭐이런 영화가 다있어,긍정
3843300,이렇게 지겨운 공포영화는 처음..,부정
6187928,"스타뎀 성님이 아깝다. 화면 전환, 전개방식이 너무 어색하고 아쉽다.",부정
2509317,생각해보면 웃겨서 눈물나네요ㅠ.ㅠ,긍정
6209942,"독특~함만있다 조쉬때문에겨우봤다 조쉬야~너왜그러니, 요즘...",부정
3162753,뭘 말하려는 건지 모르겠다,부정
9320316,야경꾼보다 엉망지루함,부정
8792735,만화같은 이야기지만 우리 사회 재벌의 비리를 드라마로 잘 구성한 역작,긍정
10067243,유영철 살인사건을 모티브로 만들어진 영화...,부정
8529814,흠... 뭔가 쫌...,부정
6386528,저런걸 가지고 게임을 하다니~@@,긍정
6812485,잘만들어진 수작이죠 이 영화는.,긍정
7414684,좀비영화에서 이걸 못봤다면 아직 매니아에 속하지 않음,긍정
9694172,일본을 좋아하지 않지만 영화로썬 평온하며 소중함을 느끼게해주는 따뜻한 영화 역시 최고입니다,긍정
8647477,감독이 애긔네~! 영화 만들 능력도 없으면서 기어코 만들어서 말아먹은 쓸애긔^^,부정
5837462,몰카에 뭔가 더있을줄알았는데ㅋㅋㅋ,부정
7124078,최고. 클로저와 함께 자랐다.,긍정
8813609,결코 놓쳐서는 안될 한국영화의 명작,긍정
8368641,지금처음봤는데 웃기다ㅋㅋ,긍정
4444601,휴... 이건 뭐. 젖이 오그라드네,부정
9975535,남자지만 딸을 잃었을때의 엄마의 감정이 이해가 간다 그리고 가수는 노래만 부르자,긍정
9908460,밤에 잠 않올때 보는 영화로 추천합니다,부정
9755333,진짜 재밌게봤음!!! 한국드라마같지않아서 좋음ㅋㅋ,긍정
3953566,이런거보면 나도 서부시대때 살았으면 하는 마음도 생긴다. 물론 이스트우드처럼,긍정
3527654,"위트는 기본, 다큐처럼 시작하지만 가슴에 불을 지르고 끝난다.",긍정
154915,"볼때 지루하고, 보고나서 열받는, 인내력 테스트 영화",부정
9818458,악평글을 지인 총동원해 쓰는거같은 글들도 있는듯~~ 힘내세요.~~ 걍 무시하는게 최고인듯,긍정
5340618,송혜교말고 외국여자배우도 한미모하던데;;내가만들어도 이것보단 짜임새있게만들겠다,부정
3682185,송일국 나오는 영화는 다 망함,부정
9779488,걍 이거 예고편 만든 사람한테 수익금 죄다 줘야됨ㅡㅡ 숙면하게 해주셔서 감사합니다,부정
9354909,더럽게 재미없네ㅋ 야하지도 않고ㅋ,부정
753701,이걸 보느라고 수고하신 관객 여러분께 박수를!!!,부정
6149233,배종옥 참 좋은 배우이지요. 방은진도 참 잘하네요.,긍정
8803460,흑인의우월함을 느낀영화,긍정
5533727,택시의 명성에 개먹칠,부정
8758066,기모찌!!???.!!?,부정
2968775,도대체뭘말하는영화인지.......^^;그래도끝까지봣다....뇌의식하지말라는건가,부정
3388541,1편이 훨씬 나은듯.. 다보고 이게뭐야?! 한 작품,부정
8731083,진짜 영화인지 UCC인지 모르겠다 정말이정현 씨 덕분에 참고 봤음,부정
10018709,4편이 또 나올까요....,긍정
9473383,내용은 그럭저럭 볼만은 했지만 제목이 진짜 안습이다. 제목만 쓰레기같다.,부정
6092272,기대이상으로 괜찮았음.,긍정
9306671,이제서야 이런멋진영화를 알게되다니...멋진영화다,긍정
5420758,내가 가는길에 무수히 많이 보이는 사람들의 이야기 슬프지만 현실,긍정
927247,정확한클라이막스는어디인지.케빈스페이시는멋있더군.,부정
2435887,아........ 뭐지??,부정
835415,내가 워낙 애니를 좋아해서^^볼만하다.,긍정
9941315,한번 더 봤는데 진짜 무겁고...여운남음ㄷㄷㄷ,긍정
7632901,재밋엇는데 평점이 낮네..,긍정
1105114,난해하다..재미없다..그런느낌...-_-,부정
8918062,아 나 이거 대체 왜 본거지?,부정
6169268,비디오영화인건 다 이유가 있다. 발 킬머는 갈수록 안쓰럽고 루크 고스는 아깝네,부정
3109799,대륙 사람들이 만든 영화답다,부정
9764164,미안해요 평점 이것밖에 못 줘서...너무나 지루했어요,부정
10236375,정확히 10분보고 지웠다.,부정
1765013,시사회 보다나온적은 처음,부정
341699,영국영화라 그런가? 무엇이 공포고 어떤것을 반전이라는지,부정
10076632,진짜 뭔생각으로 찍은 코미디지 이건ㅋㅋㅋ,부정
8907316,박봄하차 시켜라 공중파로서 자존심을 지켜라 싸구려 종편도아니고,부정
6289681,관람후 여운이 깊게 남는 영화였습니다.,긍정
9902079,어른이 보기에도 완전 재밌습니다.,긍정
9258184,"어렵게 시작한 실존, 상업적 강박증에 묶이다.",부정
5887453,쓰레기영화? 낚엿네,부정
9498240,직장인들의 삶을 그대로 표현해준 드라마 찬사를 보냅니다...,긍정
9639591,두사람이 동시에 서로를 좋아하는게 얼마나 행운인지 알게되는 영화,긍정
7483040,전 진짜공감하고재밌게봤어요 8점은될영화가 7점대라 10점찍습니다,긍정
2546740,작위적인 설정은 없다. 그러나 관람 후 눈물이 나고 마음이 얼얼하다.,긍정
5317917,영화 만들기 아주 좋은 소재를 대충 감독과 싸구려 배우로 망치다.,부정
9751952,블록버스터란 이런 것이다.,긍정
2965769,잭더리퍼 이좋은 소재로 이렇게 지루하게만들다니..졸작,부정
10110110,제목 그남자가 거기 없었다 인 이유가 뭐냐,부정
8978345,지금까지 내 생에 최고의 애니메이션이다.,긍정
9911761,변요한땜에 10점줍니다 ㅎㅎ,긍정
8705245,다른 건 몰라도 분위기 하나는 역대 최고,긍정
3980905,분량을 줄이다 보니 진도가... 그래도 그만한걸 영화로 만든다는 건 노력이 가상;;,부정
7884561,저 알반데아무리봐도 쓰레기네요,부정
5815372,뭐라고 한마디 콕 집어 표현하기가 참 힘들다. 코미디는 아닌데... 아무튼 좋았다.,긍정
7975017,최고. 다른말이 필요없음,긍정
2940337,감동도있고 생각하게 만드는 영화 ~기대이상이었어요^^,긍정
2892869,이거징그럽다고 이거 공포라고? 난 평범한B급영화 그러나 잼있게봤으므로 평점올리자!,긍정
56500,나름대로 독특한 소재의 영화..우마서먼의 이미지와 숀코넬리의 연기가돋보임,부정
9695479,이제그어떤첩보물을보더라도 본시리즈를카피했다라는느낌을 지울수없을것같다,긍정
7511078,이게 미스터리 스릴러냐...종교영화지...아..욕나올라한다..,부정
10103775,박보영 연기 소름돋게 잘한다 매력넘쳐 짱짱,긍정
10084782,조금 단조롭긴 하지만 야만의 역사를 알게하는다큐로 좋았음,긍정
9910869,OOO 제작비로 불우이웃을도와주세요,부정
9305404,워스트 오브 워스트 작가 감독 배우 다 따로 놀아,부정
8858681,한예리짱~~ 진짜..탁구선수인줄 알았다는..알고보니..매력있는 여배우였더라구요..ㅎㅎ,긍정
8114484,"마음한켠이 짠. 했어요,, 오래 여운이 남네요,,",긍정
9475885,캐릭터도 너무 귀엽고 스토리도 흥미진진했어요~! 아이들이 정말 좋아할 것 같아요!,긍정
7950677,감독이 닐 존슨이야 ㅋ 니들 이거보면 다 존슨 되는거야,부정
4390492,초반에 최고였다가 갈수록 최악으로 변한 드라마,부정
9988669,애니안봐서 모르겟는데 걍 킬링타임 괜찮앗음,긍정
9427104,영화참 어렵다..내가 답답한건지..,부정
6428684,각편 짧은내용들이 아쉬웠던 영화..,긍정
8812468,썰전보고 평 쭉 훑어보는데 이딴 저급한 쓰레기영화가 평이좋았다고? 놀고있네,부정
4518640,이걸 영화라고... -_-;;,부정
335393,Shit!!! 키아누때문에 봤지만 이건 아니다.,부정
9466692,"진짜 구성,편집이 너무 아마추어같네요.쓸데없는 군더더가가 많아서 집중력을 떨어뜨립니다.",부정
79916,장난으로 만들다의견에 올인,부정
8118417,너의 목소리가 들려 대박,긍정
8363577,남주 눈빛이 진짜 장난아님,긍정
4254132,너무나 스타일이 좋은 영화다,긍정
1451520,10점도 모자란다.,긍정
8726828,최악의 좌파영화 .ㅉㅉ,부정
2240354,너무 뻔해 너무....,부정
8730566,아미르칸 영화는 재미 없던데,부정
5949886,로맨틱에로 섹스코미디 ㅡㅡ;;,부정
6351287,가슴이 따뜻해지네요. 자녀 분들과 함께 보면 더욱 좋을 것 같습니다^^,긍정
4811426,"우연히 케블 꽁짜로 봄. 다분한 논리적 하자, 찜찜 불쾌함이 최고인 그저 고발성 영화",부정
10099593,이게 뭐지 이게 뭐지 이게 뭐지,부정
7909465,별로네요. 진짜 실망..개유치,부정
8658009,"각본, 영상, 연기 모두 완벽하다",긍정
9040763,이연희 고준희를 가볍게 발라주는 우즈벸미녀 구잘의 위엄,부정
10079519,모텔의 낡은 하얀색 가운을 입고 총을쏘는 영웅본색의 느낌?? 병맛이따로없네요.,부정
1624460,진짜 교수님이 3d 애니감상문 쓰라고 해서 봤는데 진짜 유치...,부정
8008766,시즌2에서는 제발 유리 빼라.,긍정
80790,역시 잇뽀 파이팅...^^ 넘 조아,긍정
9170250,코미디도 아니고ㅋㅋㅋ 어이없는 전개. 주인공은 연애하고 싶어서 안달났음. 저예산영화인가ㅋㅋ,부정
8751048,재미있어요. 그저 잔인하기만한 영화보다 훨신 재미있어요.,긍정
4361096,"작가의 상상력, 그리고 이웃, 코엔 감독의 최고 영화",긍정
9581869,진짜짱인듯!! 하지원 너무좋아요 연기도잘하고...별이 부족합니다!!,긍정
5976352,구혜선때문에 오글거려서 .... 도저히못보겠다. 해품달이 훨씬재밌음 아역들도 귀엽고,부정
6584238,너무 감동적이예요 ㅠ.ㅠ,긍정
7454557,어쌔신 뺨치는 최민식 스릴러 굿! 진짜 재밌다. 진짜 너무 통쾌하다,긍정
5796180,썩 괜찮은 캐스팅! 화장실에서 가슴을 치며 울던 장면에 나도 모르게 울컥했던..,긍정
9856975,ㅇ이종인 이분 북한에 배타고 놀러간다는 사람이죠 ㅋㅋㅋㅋ세월호 팔아 장사 잘하네 ㅋㅋㅋ,부정
6310637,민악이라는 소재는 신선했지만 비쥬얼이 전부인 영화.,부정
9759726,0개는 못주나 1개도 아깝다,부정
3118755,좋았어요 이런 새벽에 은근하게 기분 좋게 만들어주는 영화,긍정
10248929,욕망의 옷고름을 풀어 헤치다~~~,긍정
8977016,티비에서 한 번도 안하던데 어떻게봄?,부정
9185809,종로 시장거리 세트장만 봐도 10점이다.,긍정
5070754,조금은 불편한 코미디?,부정
4836920,"병맛 나도 킥킥거리며 보는 영화가 있는데, 이건 그냥 병맛만 난다.",부정
254891,좋다... 이 시대를 사는 나의 모습이기도하고...,긍정
10142478,이런 쓰래기물을 봤나...애들 참 좋은거 가르친다,부정
6982248,영화제작비가 아깝다,부정
8772087,왜 10점이야????,부정
10189865,생생한 아마존을 느낄수있어서 좋았어요^^,긍정
7962221,왜케 점수가 후하지???? 내용도 없고 재미도 없는.. 영화 제목 그대로 쌈마이구만,부정
849075,인간의 휴머니즘을 볼 수 있는 영화..,긍정
8717742,우리나라 사극 스릴러 중에서 베스트일정도로 지금봐도 재미있다.,긍정
8115297,ㅉㅉㅉ 10글자쓰기힘들다,부정
8169191,시리즈중에 단연 최고!,긍정
7054755,감동적입니다 꼭 한번 보길.,긍정
4276107,내생애 최악의 공포영화. 김하늘이라는 배우가 아깝다,부정
7949043,"""0점은 못주네 ㅋ 성유리 """"아 불결해""""라고 일침 ㅋ""",부정
3747238,네이버야..프랑스영화 아닌데요?글고 출연진 이름도 다틀렸네 ㅉㅉ,긍정
9655457,볼려다평점보구..안보게여,부정
9615414,볼 만했지만 그냥그럼...,부정
4215827,"이영화도 그렇고, 드라마 히어로도 그렇고 아깝군 아까워",긍정
8809802,전 정말 재미있게봤는데! 'ㅁ' 평점 너무 낮아서 올려놔요,긍정
6403344,내용 참 진부하고?되는데로 마끌고가는 느낌,부정
2882481,그냥 재미는 별로임...,부정
7817962,빨리 좀 끝내라 ㄷㄷ 지겹지도 않냐?,부정
7813287,음 잘 모르겠다 뭘 봐야 하는 건지 소녀 가장 이야기인가,부정
9756660,10분정도 보다가 껐다,부정
9470097,영화 재밌었는데 평점 왜이럼 ;,긍정
9100523,긴 말 필요 없음 갸 최고!ㅋㅋ,긍정
3126854,너무 한가지만 가지고 웃기려고 든다. 착상은 좋으나 많이 유치하다.,부정
9935901,남들의 해석을 읽고 그제서야 이해하는 영화는 과연 나에게 좋은 영화로 평가 될 수 있을까.,부정
6060949,실화라서 더 안타까운 영화.. 대체적으로 인상깊지만 영화의 최고봉은 마성의 힐러리 스웽크다,긍정
3540399,감독님~ 독학으로 영화공부하쎘세여??,부정
8637832,여운이 많이 남는다.. ㅎㅎ,긍정
3632545,이렇게오래된영화인지는 몰랐다 ㅋㅋ 정말재밌는 애기귀엽다 2편중국여행 나왔으면 ..,긍정
3928867,호기심 왕성한 남중생 정도면 흥미롭게 볼수 있을지도..,부정
3829479,전편에 비하면 많이 부족하다구?포장하지 마라.어차피 전편도 별거 없었다,부정
6251914,아무정보없이보고이건모지?했는데저예산이라니ㅋㅋ 볼때보단후에생각나서더웃긴다는,긍정
5675326,진짜 짜증나는 영화,부정
1335824,"영화사에 한 획을 그은 작품.(최고의 몸매,최상의 영상).",긍정
6019730,그나마 나았던 전편과는 너무나 다르다.,부정
7998542,보고 기분나빠지는영화 정신병올거같음; 그와중에 남주아저씨 팝콘먹으면서 영화볼때 졸귘ㅋ,부정
9573595,타워따위 보다가 이거보니 정말 소름돋는다 화재영화의 정석!!,긍정
402906,이런거 제작할 돈 안 아까운지 궁금하다,부정
9299876,스토리 밋밋하고 결과가 예상 되는 영화 초딩이면 추천한다,부정
